token,name,symbol,decimals,totalSupply
0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,Dai Token,DAI,18,35999971517352765010665997
0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USD Coin,USDC,18,548999999839904027446539541
0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,Litecoin Token,LTC,18,744999966000000000000000
0x78650B139471520656b9E7aA7A5e9276814a38e9,StandardBTCHashrateToken,BTCST,17,1500000000000000000000000
0x948d2a81086A075b3130BAc19e4c6DEe1D2E3fE8,Helmet.insure Governance Token,Helmet,18,50000000000000000000000000
0x928e55daB735aa8260AF3cEDadA18B5f70C72f1b,Frontier Token,FRONT,18,2080882595449630774594810
0x541E619858737031A1244A5d0Cd47E5ef480342c,Wrapped SOTE,wSOTE,18,7601082361201082042106905
0x23396cF899Ca06c4472205fC903bDB4de249D6fC,Wrapped UST Token,UST,18,89118986430224962622505643
0xF215A127A196e3988C09d052e16BcFD365Cd7AA3,Wrapped Mirror TSLA Token,mTSLA,18,355922961389731231275
0xa04F060077D90Fe2647B61e4dA4aD1F97d6649dc,Wrapped Mirror NFLX Token,mNFLX,18,174005739304858367767
0x62D71B23bF15218C7d2D7E48DBbD9e9c650B173f,Wrapped Mirror GOOGL Token,mGOOGL,18,42221338743324034807
0x3947B992DC0147D2D89dF0392213781b04B25075,Wrapped Mirror AMZN Token,mAMZN,18,26296882220928108548
0xbF7c81FFF98BbE61B40Ed186e4AfD6DDd01337fe,Elrond,EGLD,18,300000000000000000000000
0x190b589cf9Fb8DDEabBFeae36a813FFb2A702454,bDollar,BDO,18,26384107216170041777460158
0xC7d8D35EBA58a0935ff2D5a33Df105DD9f071731,Hedget,HGET,6,429518000000
0xb59490aB09A0f526Cc7305822aC65f2Ab12f9723,Litentry,LIT,18,5000000000000000000000000
0x762539b45A1dCcE3D36d080F74d1AED37844b878,Linear Token,LINA,18,10000000000000000000000000000
0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,SafePal Token,SFP,18,500000000000000000000000000
0x52CE071Bd9b1C4B00A0b92D298c512478CaD67e8,Compound Coin,COMP,18,100000000000000000000000
0xE40255C5d7fa7ceEc5120408C78C787CECB4cfdb,SWGb,SWGb,18,36039455363979358318637432
0x44754455564474A89358B2C2265883DF993b12F0,ZeroSwapToken,ZEE,18,18555697099590938756365799
0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,Berry Tributes,BRY,18,10047791280864197074300000
0x71DE20e0C4616E7fcBfDD3f875d568492cBE4739,SWINGBY token,SWINGBY,18,426887378513684125167518693
0x67ee3Cb086F8a16f34beE3ca72FAD36F7Db929e2,DODO bird,DODO,18,49124999999789999999999900
0x947950BcC74888a40Ffa2593C5798F11Fc9124C4,SushiToken,SUSHI,18,6360000000000000000000000
0xF35262a9d427F96d2437379eF090db986eaE5d42,OPEN Governance Token,bOPEN,18,1158776883344481481912357
0x92D7756c60dcfD4c689290E8A9F4d263b3b32241,BoringDAO Token,BOR,18,1489168290257324222429
0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,IoTeX Network,IOTX,18,209499600000000010000000000
0x4131b87F74415190425ccD873048C708F8005823,Multiplier,bMXX,18,3083810285664591700000000
0x26A5dFab467d4f58fB266648CAe769503CEC9580,Standard on xDai on BSC,xMARK,9,785477509236778
0x7A9f28EB62C791422Aa23CeAE1dA9C847cBeC9b0,yieldwatch,WATCH,18,20000000000000000000000000
0xECa41281c24451168a37211F0bc2b8645AF45092,TokenPocket Token,TPT,4,59000000000000
0x8443f091997f06a61670B735ED92734F5628692F,Bella Protocol,BEL,18,9100000000000000000000000
0x039cB485212f996A9DBb85A9a75d898F94d38dA6,DeXe,DEXE,18,59082559385776928336272
0x81859801b01764D4f0Fa5E64729f5a6C3b91435b,bearn.fi,BFI,18,74479623417657557950270
0x8519EA49c997f50cefFa444d240fB655e89248Aa,RAMP DEFI,RAMP,18,7111776811043682531556149
0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,BELT Token,BELT,18,42269753853019155379504090
0x8CD6e29d3686d24d3C2018CEe54621eA0f89313B,Nuls,NULS,8,2620698193246218
0x211FfbE424b90e25a15531ca322adF1559779E45,BUX Token,BUX,18,76384000000000000000000000
0x658A109C5900BC6d2357c87549B651670E5b0539,The Force Token,FOR,18,404999999999999999999999999
0xAC51066d7bEC65Dc4589368da368b212745d63E8,ALICE,ALICE,6,8000000000000
0xC9849E6fdB743d08fAeE3E34dd2D1bc69EA11a51,Bunny Token,BUNNY,18,15274247514540691262982496
0x96Dd399F9c3AFda1F194182F71600F1B65946501,Contentos,COS,18,5899144694600000000000000000
0x1FFD0b47127fdd4097E54521C9E2c7f0D66AafC5,Tixl Token,TXL,18,32394975906144704674457834
0xCa3F508B8e4Dd382eE878A314789373D80A5190A,beefy.finance,BIFI,18,80000000000000000000000
0xB2BD0749DBE21f623d9BABa856D3B0f0e1BFEc9C,Dusk Network,DUSK,18,100000000000000000000000000
0x7af173F350D916358AF3e218Bdf2178494Beb748,UniTrade,TRADE,18,49998334147228665891918694
0x5B6DcF557E2aBE2323c48445E8CC948910d8c2c9,Wrapped MIR Token,MIR,18,3801677922721741477280743
0x857B222Fc79e1cBBf8Ca5f78CB133d1b7CF34BBd,LTO Network,LTO,18,500000000000000000000000000
0x5986D5c77c65e5801a5cAa4fAE80089f870A71dA,Badger Sett Digg,bDIGG,18,83040445535986308074
0x1F7216fdB338247512Ec99715587bb97BBf96eae,Badger Sett Badger,bBADGER,18,16379810690442002122358
0xbcf39F0EDDa668C58371E519AF37CA705f2bFcbd,PolyCrowns,pCWS,18,10000000000000000000000000
0xb86AbCb37C3A4B64f74f59301AFF131a1BEcC787,Zilliqa,ZIL,12,461654588436711694000
0x5d684ADaf3FcFe9CFb5ceDe3abf02F0Cdd1012E3,lien on xDai from xDai,LIEN,8,9962110704692
0x250b211EE44459dAd5Cd3bCa803dD6a7EcB5d46C,Switcheo Token,SWTH,8,3583766833631267
0x42712dF5009c20fee340B245b510c0395896cF6e,DFuture Token,DFT,18,110092919212500000000000000
0xeD28A457A5A76596ac48d87C0f577020F6Ea1c4C,pTokens BTC,pBTC,18,229167622889373758641
0xc53708664b99DF348dd27C3Ac0759d2DA9c40462,GourmetGalaxy,GUM,18,5837820555047688487715914
0x3FdA9383A84C05eC8f7630Fe10AdF1fAC13241CC,dego.finance,DEGO,18,1685137379217195407512635
0x42F6f551ae042cBe50C739158b4f0CAC0Edb9096,Nerve,NRV,18,150553699193292680953910960
0x7C17c8bED8d14bAccE824D020f994F4880D6Ab3B,EASY,EASY,18,250000000000000000000000
0xCD40F2670CF58720b694968698A5514e924F742d,OddzToken,ODDZ,18,16736391554654156516697751
0xE1d1F66215998786110Ba0102ef558b22224C016,HooToken,HOO,8,10000000000000000
0x37dfACfaeDA801437Ff648A1559d73f4C40aAcb7,APYSwap,APYS,18,6000000000000000000000000
0x9f589e3eabe42ebC94A44727b3f3531C0c877809,Tokocrypto Token,TKO,18,496727642660000000000000000
0x96058f8C3e16576D9BD68766f3836d9A33158f89,Bondly Token,BONDLY,18,194593788555758643837465446
0x04C747b40Be4D535fC83D09939fb0f626F32800B,ITAM,ITAM,18,501430609471913148899415455
0x6F769E65c14Ebd1f68817F5f1DcDb61Cfa2D6f7e,ARPA Token,ARPA,18,130000000000000000000000000
0xA7f552078dcC247C2684336020c03648500C6d9F,Ellipsis,EPS,18,723701571799788763488815703
0xC13B7a43223BB9Bf4B69BD68Ab20ca1B79d81C75,Juggernaut DeFi,JGN,18,45000000000000000000000000
0x2222227E22102Fe3322098e4CBfE18cFebD57c95,Alien Worlds Trilium,TLM,4,23571769667723
0x0F9E4D49f25de22c2202aF916B681FBB3790497B,Perlin,PERL,18,7892184633296300000000000
0xc5E6689C9c8B02be7C49912Ef19e79cF24977f03,AlpaToken,ALPA,18,10131077706090406584340338
0xC0eFf7749b125444953ef89682201Fb8c6A917CD,Horizon Protocol,HZN,18,246243387096534987922115246
0xE64F5Cb844946C1F102Bd25bBD87a5aB4aE89Fbe,ROOBEE,bROOBEE,18,296625596971068693232123924
0x4CfbBdfBd5BF0814472fF35C72717Bd095ADa055,Suterusu,Suter,18,2197800440000000000000000000
0x1613957159E9B0ac6c80e824F7Eea748a32a0AE2,pTokens CGG,CGG,18,6959119679370188797225896
0x1D1eb8E8293222e1a29d2C0E4cE6C0Acfd89AaaC,Hakka Finance on xDai on BSC,HAKKA,18,70306933533726192823600002
0x5621b5A3f4a8008c4CCDd1b942B121c8B1944F1f,Exeedme,XED,18,11266643201277867282016961
0x2cD1075682b0FCCaADd0Ca629e138E64015Ba11c,τBitcoin,τBTC,9,1722852598110
0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f,Burger Swap,BURGER,18,57269128089325091800373917
0x0bBd11DD1Db6302FAf0F318aBe84661A52F7Bc2C,XionGlobal Token from xDai,XGT,18,320287534990371421152352
0xEF54802C87bB66Bc61f069E3E9f5953e322cFF58,Farewell Ford,FFORD,8,205000000000000000
0x1Fa91c8E73AD7A17eF4bc030F22b839EA1DD86cB,Ruslan Chanyshev coin,RCH,18,40000000000000000000000
0x3aD9594151886Ce8538C1ff615EFa2385a8C3A88,SafeMars,SAFEMARS,9,1000000000000000000000000
0xd1c24BcabAB5f01bcBa2b44b6097BA506be67d6d,Dogelon Mars,ELON,0,1000000000000000
0x477bC8d23c634C154061869478bce96BE6045D12,SeedifyFund,SFUND,18,100000000000000000000000000
0xf8E026dC4C0860771f691EcFFBbdfe2fa51c77CF,BGOV Token,BGOV,18,252681074289343767474252583
0x58BA5Bd8872ec18BD360a9592149daed2fC57c69,PlantSwap,PLANT,18,592559306209096439835644
0xae63595ed0bcfdDefF2ebb74a20aE96727783a67,Phytonutrient Token,PHY,18,31440808991594817139387814
0x557dd6700e66818AF340ccE17FD4508CED81fBc1,Papel,PAPEL,9,1000000000000000000000000
0x27Ae27110350B98d564b9A3eeD31bAeBc82d878d,CumRocket,CUMMIES,18,9513273891306237936160722442
0xAcD7B3D9c10e97d0efA418903C0c7669E702E4C0,Eleven.finance,ELE,18,5846519248535117645098413
0xa184088a740c695E156F91f5cC086a06bb78b827,AUTOv2,AUTO,18,80638189325032432901213
0xB8F4E8945C753641b0710B34cBE7170f54B4cA42,DontBuyMe,DontBuyMe,9,1000000000000000000000000
0xA12EF9a12dbDfF5BB350C19ebe3ce2171dF46AA7,Dogelon Mars,ELON,0,1000000000000000
0x8076C74C5e3F5852037F31Ff0093Eeb8c8ADd8D3,SafeMoon,SAFEMOON,9,1000000000000000000000000
0xFAd8E46123D7b4e77496491769C167FF894d2ACB,FOX,FOX,9,1000000000000000000000000
0x71f3ED37567E013f8294aa0c6c1C92332d2944F3,Carillonium,CAROM,9,1000000000000000000000000
0x2A9718defF471f3Bb91FA0ECEAB14154F150a385,ElonGate,ElonGate,9,1000000000000000000000000
0x0aa086e7A108D387dE63294fe2A88B05820a9855,MMOCoin,MMO,18,260000000000000000000000000
0xB27ADAfFB9fEa1801459a1a81B17218288c097cc,PooCoin,POOCOIN,8,476585900875727
0x1af3B59a839e97e944C65177aB3a024B499133F8,PANDADAO,PDAO,9,100000000000000000000
0x7CCE48f8F4B67E2318f22F676975C49ff58D0FbE,Dimsum,DMS,18,1653560797968000000000000000000
0x6c015277B0f9b8c24B20BD8BbbD29FDb25738A69,Wrapped NewYorkCoin,WNYC,18,143756946988000000000000000000
0x2E291e1c9f85a86d0C58Ae15621aaC005a8b2EAD,Zeppelin.dao,ZEP,9,1000000000000000000000000
0xf09b7B6bA6dAb7CccC3AE477a174b164c39f4C66,Moonpirate,MOONPIRATE,9,100000000000000000000000000
0x3a5A4d66680A165863A9295F620CA17e17E8F0c1,Moonride,MOONRIDE,8,205000000000000000
0x30FC82c9E3EED8d6D0E4Cd2D752bBdf0C9355780,LuckyClover.Finance,CLVR,18,76786018455545851528375984
0x602d066F847240672f52e7ab957E6544Ea6D34b2,HyperComet,HYPERCOMET,9,1000000000000000000000000
0x64b90eef53e4D13E64c65cDD755BBEBeC75E46bD,HASHI INU,HASHI,18,1000000000000000000000000000000000
0x380624A4a7e69dB1cA07deEcF764025FC224D056,SafeBTC,SAFEBTC,9,1000000000000000000000000
0x5e90253fbae4Dab78aa351f4E6fed08A64AB5590,Bonfire,BONFIRE,9,1000000000000000000000000
0xf16e81dce15B08F326220742020379B855B87DF9,IceToken,ICE,18,1285408650434744516225806
0xA57ac35CE91Ee92CaEfAA8dc04140C8e232c2E50,Pitbull,PIT,9,100000000000000000000000000
0xcbc01F531EB8316E6151c96820177CAf89Bc7DbB,WENMOONLAMBO,WML,18,742
0xe5DC23D22Cfc60e3de2a131FD5bf2A0b393fAeE6,Husky Token,HUSKY,18,1000000000000000000000000000000000
0x9b93c29595dd603f75854EbA3C5f4EE078EE4454,STRITE Token,STRI,18,4498546082002179398651426
0xacFC95585D80Ab62f67A14C566C1b7a49Fe91167,FEGtoken,FEG,9,100000000000000000000000000
0xA03ABBc1b26dF575a93a969045d9B72066A864D1,Pars Coin,PARS,18,180000000000000000000000000000
0x3C00F8FCc8791fa78DAA4A480095Ec7D475781e2,SafeStar,SAFESTAR,9,1000000000000000000000000
0x069B2619Eb24367A46Fda638Bd1b88Aa4daD7879,MoonDao,MNDAO,9,1000000000000000000000000
0x8e28C34d7776c458cBB83D9572D43a4F15341f6B,MoPassuSaroToken,SARO,8,4920000000000000
0x9DD323192a790380B377A7D45301b985e303370e,NUDES COIN,NUDE,3,725000000000000
0x7305509e301d001696043C6BEA3c0bE16D12c706,XVEST,XVEST,18,10000000000000000000000000000
0x1BD7dF20aE5e884C61b7017FaC557e82cCA6baEe,HONEY,HONEY,18,31281965036600621177668117
0x7c63F96fEAFACD84e75a594C00faC3693386FBf0,Australian Shepherd Token,ASS,9,10000000000000000000000000
0x6D949f9297A522c0f97C232CC209a67Bd7CfA471,Moon Rat Token,MRAT,9,1000000000000000000000000
0x7bb362962F2a4E2089466C79566572B37CFc5D78,Bafe.io,BAFE,9,1000000000000000000000000
0x9a946c3Cb16c08334b69aE249690C236Ebd5583E,xBLZDToken,xBLZD,18,6065546210315393318901614
0xF7844CB890F4C339c497aeAb599aBDc3c874B67A,NFTArt.Finance,NFTART,9,100000000000000000000000000
0xc5A49b4CBe004b6FD55B30Ba1dE6AC360FF9765d,Swampy,SWAMP,18,2000011550101826900847656
0xC435db69d3d59D4259db436448F6dA8488E08b0b,REX TRADE,RXT,9,1000000000000000000000
0xa7Bfc1BA79B2Ef4e1Db62BebEFBA2cEe885c6A58,Magic Finance Cards Token,MFC,18,1000000000000000000000000
0xa898dF02906d40ec81900B3a5Ba36ea20d09b7Cc,TURBOTRIX FINANCE,TTF,18,777777777000000000000000000
0x07af67b392B7A202fAD8E0FBc64C34F33102165B,Aquagoat,AQUAGOAT,9,100000000000000000000000000
0x94026f0227cE0c9611e8a228f114F9F19CC3Fa87,Neonic,NEON,18,41827172961457183025941638
0x0bF23b700465ce346903F358265513F1adC67457,LIGHTMOON,$LIMOO,9,1000000000000000000000
0x171401a3d18B21BFa3f9bF4F9637F3691158365A,The Lab Finance,LABO,18,38591796545932528174700898
0x0f3a658a5d78c684c5d6f4448eB12Db206aF3EF0,One,1,18,1000000000000000000
0x7e52a123Ed6DB6Ac872A875552935fBbD2544c86,SYL,SYL,6,8980000000000000
0xdBaAa36B347d56b77Ce0e36f050fCeEBbF9fbc38,SavePlanetEarth,SPE,9,1000000000000000000000000
0xB0B924C4a31b7d4581a7F78F57ceE1E65736Be1D,HappyCoin,HAPPY,9,1000000000000000000000000
0xA1efCe38CB265Af369e891bC3026d0285545D4E5,SafeTesla,SAFETESLA,9,1000000000000000000000000
0x3A50d6daacc82f17A2434184fE904fC45542A734,Fusible | Fusible.io,FUSII,18,10000000000000000000000000
0x2FA5dAF6Fe0708fBD63b1A7D1592577284f52256,UnmarshalToken,MARSH,18,15163437964420229265504516
0x530e9346870E632A63E8d461bb3c3622e00782DE,Wrapped Zero,wZER,18,571449922694967401702085
0x98fc5B3a39D712Fa5a826Df4F9c47Bb6c0F6F8a9,BitGay,BitGay,9,1000000000000000000000000
0x00F39213a7E6bD2bADaaDa4C9e40bb4775e7Ab88,LambToken,LAMB,18,100000000000000000000000000
0x28438807717f481C218B0A1e098231Ee37C0c3D1,JetFarms,JetFarms,18,10000000000000000000000000000000000000
0xAB9D0Fae6eB062F2698C2D429a1BE9185A5D4F6E,Pasta Token,PASTA,18,32888399128763269992647653
0x660436590DD7e638BA0b1F8126d65Fb02434f189,SNKRSCOIN,SNKR,18,31296
0xA03C3a233940485D46eE77407343DA3221198427,SafeSun,SAFESUN,9,1000000000000000000000
0x727B8B9feE8428c16E60F070c43649357ECAabF2,BluAre,B,18,2000000000000000000000000000
0x72062aE4786E4a92d7e32A4044BD15fa40912295,SafeMoonKids,SFMKids,9,1000000000000000000000000
0xC2191dB99E9D50b70aC50AB71A2b8F40Dd9500c4,Football,FOOTBALL,18,1000000000000000000000000000000000
0x04C56507479a59391c8Da0358C069f4a17c4dC15,PORNHUB,PORNHUB,18,1000000000000000000000000000000000
0xc15c734b0c09215EE29331823Da8A9Bc7e9445e7,HoodCoin,HCN,18,21000000000000000000000000
0x86c3E4FfAcdB3AF628ef985a518cd6ee22A22b28,Octans,OCTA,9,1000000000000000000000000
0x4e0f2fd3cAda61d891C653a7fbbF2DF7e2214757,Octree Finance,OAK,18,99999671459372040544010
0x4c79b8c9cB0BD62B047880603a9DEcf36dE28344,Vira-lata Finance,REAU,9,1000000000000000000000000
0x2b9E0A7373d8c3Dfa5C707506F25bB5a5a842Ec7,DEVIL,DEVIL,18,666666666000000000000000000
0x8C497b82EE394aE209f455C99B32b78E4A15Dc26,DGP,DGP,4,3500000000000
0x82EB29D3Eb0719aF341f6b18C0d9D749c0Cd16b6,MarsMission.finance,MARSM,9,1000000000000000000
0xF7306C974B6b6EE3bA7eEa5c60ADd20c6FFD92C0,DragonMoon,DRAGONMOON,8,205000000000000000
0xa042d20aBE198E516d885Da52a633B6D44F339B9,MustangToken,MUST,9,1000000000000000000000000
0xb88a9370502D9bE5984041aA079a9aA266401353,Bitshiba,BSHI,9,100000000000000000
0x30C98768fB3F97539FE3ED6275cf74C80322DbDB,GLOBALFLOW,gFLOW,9,100000000000000000101000000000000000000000000
0x2DD337F94A36449C6e5fD4f523Ce2e55A5Ad1008,World of Whales,WoW,9,1000000000000000000000000
0xB5ED49eF38B926c4Bf1AE78C8887B3E300C478cC,Sugar Daddy to Moon,SDM,18,998933005809988007287909368411
0xd32d01A43c869EdcD1117C640fBDcfCFD97d9d65,Nominex,NMX,18,186444842296877971056390891
0x787732f27D18495494cea3792ed7946BbCFF8db2,MarshmallowDeFi Token,MASH,18,32746862329154842606877605
0x5748A9e7233c2fE41a53fBd3C9349B6835819bce,GOINGMOON,GOINGMOON,9,1000000000000000000000
0x5ECE3F1542C4e1a06767457e4D8286beA772fc41,Kianite,KIAN,18,100000000000000000000000000
0xB58130bebf36ea28497368b940a8F6095F4BCaa7,SCashFinanceUSA,SCash,18,100000000000000000000000000000000
0xA8fcEe78B782eF97380326E90DF80D72f025f020,TacoCat,TACOCAT,9,1000000000000000000000
0x3Ea50B7Ef6a7eaf7E966E2cb72b519C16557497c,Pocket Bomb,PBOM,9,777000000000000000
0x376ba3FFAc2643555731349faE9FC8Ca28E2c9A2,DUSA,DUSA,8,7839533785044
0xE3Ba88c38D2789FE58465020CC0FB60b70c10d32,Kindcow Finance,KIND,8,2438897497073663
0xae3a116Bcf0BA1f8D434BdB8CFe86e79482E4819,ThatsCap,ThatsCap,0,6730881330
0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,AlpacaToken,ALPACA,18,185114234760943419399659106
0xeB7b8F30d888e97f6CB6954aEBcEDaE817DDbb5C,Mando token,Mando,9,100000000000000000000
0x4Bfc74CA51871c2bA274aBcc11F5D58D5F31b9De,SafeLiquidity,SAFELIQ,9,1000000000000000000000000
0x21Da60B286BaEfD4725A41Bb50a9237eb836a9Ed,THIRM,THIRM,18,32467907929899521185503
0x572ba08B7CE5F2c159601b8ea728AB364213c3D3,Artemis Coin,ATMS,18,99999999989990000000000000010000
0x250342dD21cAE01583e8F3eDe4eB64753f665084,Sting DeFi,SDFI,8,9301572826930
0x12c9E2A6092736E0eE50b5aBF1Ff02756549F220,The Moondalorian,MOONDALORIAN,8,225000000000000000
0x2878a4FF6Da97123A69eA4de9912171d32897D6d,suckmydic,suckmydic,9,1000000000000000000000000
0xfB00F428e71A302F045eCc772B7c464E00D64ea4,MOONPUG,PUG,18,137167271739066258600000000000000
0xCD89B587A38FCCE8877E558133ef6bf8e0727b91,HighTechAiBot,AIBOT,18,21000000000000000000000000
0x384a9FeE705C8661d1F66514321e8585851073D3,SAFETRAIN,SAFETRAIN,18,10389622458799999977432000000
0x558f409A027A1AFEDb68bD105D441fd954d40EfB,CumDumpster,CDR,18,100000000000000000000000
0x375483CfA7Fc18F6b455E005D835A8335FbdbB1f,Eclipse,ECP,9,1000000000000000000000000
0xb478cCb0C76a8Fde28B1F5f2A67AA960E3eE44F6,Peppa,PEPPA,18,11521625340201482943692143462038
0x8850D2c68c632E3B258e612abAA8FadA7E6958E5,Pig Token,PIG,9,1000000000000000000000000
0x8893D5fA71389673C5c4b9b3cb4EE1ba71207556,Squirrel Finance,NUTS,18,630933035510810839515383
0x5bfE81fCB3708C8fC733BEf60d313CAFCe1FeBEB,Goose Dollar,GUSD,18,2080441178853443424732736
0x9586b02B09bd68A7cD4aa9167a61B78F43092063,bDollar Bond,bBDO,18,10558357065815972325662306
0xc4DaA5a9f2B832eD0f9Bc579662883cD53EA9d61,BrickChain,BRICK,18,3062344565180984406973481550
0xbc94214b63969C91e3432AB8957e232510852184,SCHOOL360,SCHOOL360,18,42000000000000000000000000
0xAF169E53e9f07DE6F9F4Eac67e2833C623f0c122,Torpedo,TORPEDO,9,1000000000000000000000000
0x3920123482070C1a2dff73AaD695c60e7c6F6862,Euler.Tools,EULER,18,100000000000000000000000000
0xC294a07Df611CFc515DcdC7D377648a7a0d85c8f,Biscuit Farm Finance,BCU,18,5325011629677774027807018
0x18bF3AA44D7c907BEdC050f7da69EdC7B1019963,Muslim Coin,MCS,18,23093000000000000000000000
0xbA2aE424d960c26247Dd6c32edC70B295c744C43,Dogecoin,DOGE,8,186399999999999998
0x603A9A875408975fD030DD78Ac23f7Fe0b2ebF03,SAFETOGETHER,SAFET,18,499999999990000000000000000000
0x452c62A9713B269D276b53D81307bC08Bc3ea846,Sminem,SMINEM,9,10000000000000000000
0x86ec2cc603D2A594110895535fF27c3ee950cb88,Chia on Binanc Smart Chain,XCH,18,100000000000000000000000000
0x9c9d4302A1A550b446401e56000F76Bc761C3A33,OurGlass,GLASS,9,1000000000000000000000000
0x8C2d2EB3F6E9873043412516CE3a6cdedF378CfB,Tiger,TGR,9,1000000000000000000000
0xD19AAe13c68012F4C60592a5aEdb4982CC8feccF,Cheeks Token,CHEEKS,18,500000000000000000000000000000000
0x61Ed1C66239d29Cc93C8597c6167159e8F69a823,Reference System for DeFi,RSD,18,10617280172560696552889314
0x163dE35e4956b36A1aC824C97dFD3c4aBAF8Bd92,Mars Doge,MDG,18,1000000000000000000000000000000000
0x81Db953e235945E060424a5e165f9c80154e85D3,AW Token,AW,18,48695007586805555550387
0x0cF011A946f23a03CeFF92A4632d5f9288c6C70D,Nyan Cat Token,NCAT,9,1000000000000000000000000
0x6245dC0c3a46143ca01CfB4261318FC680cCA292,SafeDoge,SafeDoge,18,1000000000000000000000000000
0x33A3d962955A3862C8093D1273344719f03cA17C,SporeFinance,SPORE,9,39487689589080324502849632
0x77f6A5f1B7a2b6D6C322Af8581317D6Bb0a52689,Spore Token,SPORE,18,589797359495285431280928
0x8BD778B12b15416359A227F0533Ce2D91844e1eD,SakeToken,SAKE,18,13869949083550559356713824
0x7B5A8F4C92BA4796C932654ba1DAAA1E74C1a3B2,SafeBORG,SAFEBORG,18,100000000000000000000000000000000
0xF952Fc3ca7325Cc27D15885d37117676d25BfdA6,Goose Golden Egg,EGG,18,28655068194272128154847429
0x51108711f4da1A10d530130D1b44F5B19556FeB1,Diamond Hand Degens,DHD,9,1000000000000000000000000
